# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 14 19:01:46 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag
HD 216520 b,HD 216520,1,2,Radial Velocity,2020,35.45000000,0.198000,3.180,0.284,10.26000,0.03228,Msini,1.750000,0.090000,,,0,K2,5103.00,0.76,0.82,-0.452,4.54,19.5520000,7.2789600
HD 216520 c,HD 216520,1,2,Radial Velocity,2020,154.43000000,0.528000,3.030,0.271,9.44000,0.02970,Msini,1.860000,0.120000,,,0,K2,5103.00,0.76,0.82,-0.452,4.54,19.5520000,7.2789600
HD 216536 b,HD 216536,1,1,Radial Velocity,2015,148.60001000,0.610000,13.800,1.230,333.72150,1.05000,Msini,0.698000,0.380000,,,0,K0,4639.00,9.83,0.81,1.800,2.36,376.2330000,8.8832400
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,118.45000000,0.460000,14.100,1.260,181.16310,0.57000,Msini,0.355000,0.370000,,,0,G9 V CN+1,5399.00,0.93,0.74,-0.100,4.37,36.6625000,7.9163800
HD 21693 b,HD 21693,1,2,Radial Velocity,2019,22.67860000,0.145500,2.800,0.250,8.23000,0.02590,Msini,2.060000,0.120000,,,0,G8 V,5430.00,0.91,0.80,-0.208,4.37,33.2550000,7.7570100
HD 21693 c,HD 21693,1,2,Radial Velocity,2019,53.73570000,0.258600,4.340,0.387,17.37000,0.05470,Msini,1.170000,0.070000,,,0,G8 V,5430.00,0.91,0.80,-0.208,4.37,33.2550000,7.7570100
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,7.12682000,0.080000,13.600,1.220,413.17900,1.30000,Msini,0.903000,0.130000,,,0,G8 IV,5622.00,1.11,1.00,0.098,4.34,20.0619000,5.9640100
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,4270.00000000,5.320000,13.200,1.180,826.32000,2.60000,Msini,1.970000,0.517000,,,0,G8 IV,5575.00,1.20,0.98,0.098,4.27,20.0619000,5.9640100
HD 21749 c,GJ 143,1,2,Transit,2019,7.78993000,0.069500,0.892,0.080,3.70000,0.01164,Mass,31.930000,,42.63,701,0,K4.5,4640.00,0.70,0.73,-0.686,4.61,16.3200000,7.6790600
HD 217786 b,HD 217786,2,2,Radial Velocity,2011,1301.36009179,2.445020,12.300,1.100,4402.88762,13.85303,Mass,13.000000,0.310811,,,0,F8 V,5966.00,1.27,1.14,0.276,4.35,55.4847000,7.6357300
HD 217786 c,HD 217786,2,2,Radial Velocity,2022,2.52220686,0.037863,2.620,0.234,7.35886,0.02315,Msini,2.250000,-0.518659,,,0,F8 V,5966.00,1.34,1.14,0.304,4.28,55.4847000,7.6357300
HD 217850 b,HD 217850,1,1,Radial Velocity,2018,3501.30000000,4.560000,12.100,1.080,6865.12800,21.60000,Msini,21.300000,0.762100,,,0,G8 V,5544.00,1.21,1.03,0.100,4.17,65.7969000,8.3206500
HD 217958 b,HD 217958,1,1,Radial Velocity,2022,2560.19774386,3.748429,14.100,1.260,188.02679,0.59160,Mass,0.369000,0.156249,,,0,,5930.64,1.33,1.08,0.292,4.23,61.7957000,7.8950100
HD 218566 b,HD 218566,1,1,Radial Velocity,2010,225.70000000,0.690000,9.320,0.832,63.56600,0.20000,Msini,0.431000,0.300000,,,0,K3V,4730.00,0.85,0.76,-0.452,4.46,28.8274000,8.2743200
HD 219077 b,HD 219077,1,1,Radial Velocity,2012,5478.68860928,5.935698,12.500,1.110,3099.77580,9.75299,Mass,8.720000,0.768077,,,0,G8 V,5362.00,1.91,0.92,0.425,4.00,29.1864000,5.9159700
HD 219134 b,HD 219134,1,6,Radial Velocity,2015,3.09292600,0.038760,1.602,0.143,4.74000,0.01491,Mass,6.340000,0.000000,176.20,1015,0,K3 V,4699.00,0.78,0.81,-0.577,4.57,6.5312700,5.2402000
HD 219134 c,HD 219134,1,6,Radial Velocity,2015,6.76458000,0.065300,1.511,0.135,4.36000,0.01372,Mass,6.950000,0.062000,62.10,782,0,K3 V,4699.00,0.78,0.81,-0.577,4.57,6.5312700,5.2402000
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,46.85900000,0.237000,1.610,0.144,16.17000,0.05088,Mass,,0.138000,4.72,410,0,K3 V,4699.00,0.78,0.81,-0.577,4.57,6.5312700,5.2402000
HD 219134 f,HD 219134,1,6,Radial Velocity,2015,22.71700000,0.146300,1.310,0.117,7.30000,0.02297,Mass,,0.148000,12.38,523,0,K3 V,4699.00,0.78,0.81,-0.577,4.57,6.5312700,5.2402000
HD 219134 g,HD 219134,1,6,Radial Velocity,2015,94.20000000,0.375300,3.280,0.293,10.80622,0.03400,Msini,1.680000,0.000000,,,0,K3 V,4913.00,0.77,0.79,-0.509,4.51,6.5312700,5.2402000
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,2247.00000000,3.110000,12.700,1.140,108.06220,0.34000,Msini,0.290000,0.060000,,,0,K3 V,4913.00,0.77,0.79,-0.509,4.51,6.5312700,5.2402000
HD 219139 b,HD 219139,1,1,Radial Velocity,2021,275.50000000,0.940000,14.000,1.240,247.90616,0.78000,Msini,0.496000,0.110000,,,0,G5 III,4831.00,11.22,1.46,1.795,2.48,104.9350000,5.5776200
HD 219415 b,HD 219415,1,1,Radial Velocity,2012,2093.30000000,3.200000,13.800,1.230,317.83000,1.00000,Msini,0.665000,0.400000,,,0,K0 III,4820.00,2.90,1.00,0.620,3.51,165.1840000,8.5974500
HD 219666 b,HD 219666,1,1,Transit,2018,6.03607000,0.063560,4.710,0.420,16.60000,0.05223,Mass,0.870000,0.000000,224.02,1073,0,,5527.00,1.03,0.92,-0.028,4.40,94.1719000,9.6495600
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,3.83482856,0.048559,4.570,0.408,18.94937,0.05962,Msini,1.090000,0.091450,,,0,G0 IV,5891.00,1.56,1.04,0.420,4.17,73.1140000,7.8833800
HD 219828 c,HD 219828,1,2,Radial Velocity,2016,4789.87297306,5.657321,12.200,1.090,5406.99115,17.01230,Mass,16.400000,0.810508,,,0,G0 IV,5891.00,1.61,1.04,0.420,4.08,73.1140000,7.8833800
HD 220074 b,HD 220074,1,1,Radial Velocity,2012,672.09998000,1.600000,12.200,1.090,5288.69120,16.64000,Msini,16.000000,0.140000,,,0,M2 III,3787.00,54.92,2.20,2.894,1.30,324.5400000,5.6273700
HD 220197 b,HD 220197,1,1,Radial Velocity,2018,1728.00000000,2.729000,9.320,0.832,63.56600,0.20000,Msini,0.431000,0.187000,,,0,G5,5683.00,0.98,0.91,-0.003,4.42,64.4110000,8.7448100
HD 220689 b,HD 220689,1,1,Radial Velocity,2012,2266.40000000,3.396000,13.700,1.230,355.33394,1.11800,Msini,0.759000,0.054000,,,0,G3 V,5921.00,1.07,1.02,0.093,4.36,46.8778000,7.5943800
HD 220773 b,HD 220773,1,1,Radial Velocity,2011,3724.70000000,4.940000,13.600,1.210,460.80000,1.45000,Msini,1.010000,0.510000,,,0,F9,5940.00,1.68,1.16,0.498,4.24,50.5103000,6.9459500
HD 220842 b,HD 220842,2,1,Radial Velocity,2016,218.47000000,0.740000,13.100,1.170,1010.69940,3.18000,Msini,2.470000,0.404000,,,0,F8,5960.00,1.42,1.13,0.357,4.24,64.6498000,7.8339800
HD 221287 b,HD 221287,1,1,Radial Velocity,2007,456.10000000,1.250000,13.100,1.170,982.05000,3.09000,Msini,2.400000,0.080000,,,0,F7 V,6304.00,1.14,1.25,0.220,4.43,55.9231000,7.6815300
HD 221416 b,HD 221416,1,1,Transit,2019,14.27670000,0.122800,9.170,0.836,60.50000,0.19000,Mass,0.431000,0.115000,91.65,789,0,K0 IV/V,5080.00,2.94,1.21,0.712,3.58,95.5483000,7.9077600
HD 221420 b,HD 221420,1,1,Radial Velocity,2019,8615.41549088,8.416586,12.100,1.080,6363.40183,20.02150,Mass,19.700000,0.082013,,,0,G2 V,5847.00,1.95,1.06,0.603,4.03,31.1415000,5.6586200
HD 221585 b,HD 221585,1,1,Radial Velocity,2016,1173.00000000,2.306000,13.500,1.210,511.70630,1.61000,Msini,1.140000,0.123000,,,0,G8 IV,5620.00,1.85,1.19,0.422,4.05,55.8535000,7.2812800
HD 222076 b,HD 222076,1,1,Radial Velocity,2016,871.00000000,1.830000,13.500,1.210,495.81480,1.56000,Msini,1.110000,0.080000,,,0,K0 III,4806.00,4.10,1.07,0.929,3.31,91.1538000,7.1875500
HD 222155 b,HD 222155,1,1,Radial Velocity,2011,3999.00000000,5.140000,13.400,1.190,673.79960,2.12000,Msini,1.540000,0.160000,,,0,G2 V,5701.00,1.85,1.21,0.509,3.99,50.6078000,6.9356300
HD 222582 b,HD 222582,2,1,Radial Velocity,1999,572.38000000,1.340000,12.600,1.120,2660.23710,8.37000,Msini,7.310000,0.730000,,,0,G5 V,5790.00,1.13,1.12,0.115,4.38,42.1586000,7.5188900
HD 224538 b,HD 224538,1,1,Radial Velocity,2016,1202.05198926,2.373375,12.700,1.130,2234.17873,7.02951,Mass,5.990000,0.475886,,,0,F9 IV/V,6097.00,1.54,1.23,0.470,4.19,79.0608000,7.9219200
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,26.69040000,0.191000,14.000,1.250,222.48100,0.70000,Msini,0.446000,0.104000,,,0,G2 V,5894.00,1.93,1.31,0.610,4.38,93.5015000,8.0852800
HD 22496 b,HD 22496,1,1,Radial Velocity,2021,5.09071000,0.051000,2.220,0.198,5.57000,0.01753,Msini,2.800000,,26.00,573,0,K5/M0V,4385.00,0.67,0.68,-1.174,4.69,13.5956000,8.0194500
HD 22532 b,HD 22532,1,1,Radial Velocity,2022,872.60000000,1.900000,13.400,1.190,673.79622,2.12000,Msini,1.540000,0.030000,,,0,G8 III/IV,5038.00,5.69,1.57,1.274,3.09,161.1830000,7.6043000
HD 22781 b,HD 22781,1,1,Radial Velocity,2011,528.07000000,1.167000,12.300,1.100,4338.20000,13.65000,Msini,12.800000,0.819100,,,0,K1,5027.00,0.74,0.75,-0.476,4.60,32.6034000,8.5244500
HD 23079 b,HD 23079,1,1,Radial Velocity,2001,730.59998000,1.600000,13.200,1.180,829.53630,2.61000,Msini,1.980000,0.100000,,,0,F9.5 V,5974.00,1.07,1.12,0.133,4.43,33.4591000,6.9623500
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,1211.17000000,2.370000,13.500,1.210,485.32641,1.52700,Msini,1.080000,0.406000,,,0,G2 V,5843.00,1.49,1.21,0.452,4.15,93.8555000,8.4201900
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,141.63000000,0.567000,13.700,1.220,359.14790,1.13000,Msini,0.768000,0.130000,,,0,F8 V,6101.00,1.53,1.21,0.470,4.31,108.8770000,8.8305100
HD 233604 b,HD 233604,1,1,Radial Velocity,2013,192.00000000,0.747000,12.700,1.130,2089.64400,6.57500,Msini,5.610000,0.050000,,,0,K5,4791.00,10.90,1.50,1.750,2.55,847.0580000,10.1054000
HD 233832 b,HD 233832,2,1,Radial Velocity,2018,2058.00000000,2.827000,13.500,1.200,565.73740,1.78000,Msini,1.260000,0.359000,,,0,G0,4981.00,0.68,0.71,-0.523,4.49,58.7420000,9.9455700
HD 23472 b,HD 23472,1,5,Transit,2019,17.66708700,0.116200,2.000,0.178,8.32000,0.02618,Mass,6.150000,0.072000,16.00,543,0,K4 V,4684.00,0.71,0.67,-0.625,4.53,39.0341000,9.3847600
HD 23472 c,HD 23472,1,5,Transit,2019,29.79749000,0.164600,1.870,0.167,3.41000,0.01073,Mass,3.100000,0.063000,7.96,467,0,K4 V,4684.00,0.71,0.67,-0.625,4.53,39.0341000,9.3847600
HD 23472 d,HD 23472,1,5,Transit,2022,3.97664000,0.042980,0.750,0.067,0.55000,0.00173,Mass,7.500000,0.070000,117.00,909,0,K4 V,4684.00,0.71,0.67,-0.625,4.53,39.0341000,9.3847600
HD 23472 e,HD 23472,1,5,Transit,2022,7.90754000,0.068000,0.818,0.073,0.72000,0.00227,Mass,7.500000,0.070000,46.70,723,0,K4 V,4684.00,0.71,0.67,-0.625,4.53,39.0341000,9.3847600
HD 23472 f,HD 23472,1,5,Transit,2022,12.16218390,0.090600,1.137,0.101,0.77000,0.00242,Mass,3.000000,0.070000,26.30,630,0,K4 V,4684.00,0.71,0.67,-0.625,4.53,39.0341000,9.3847600
HD 23596 b,HD 23596,2,1,Radial Velocity,2003,1535.11912389,2.692222,12.400,1.110,3674.93800,11.56265,Mass,10.600000,0.282012,,,0,F8 V,6040.00,1.53,1.10,0.458,4.23,52.0018000,7.1035600
HD 238090 b,HD 238090,1,1,Radial Velocity,2020,13.67100000,0.093200,2.520,0.225,6.89000,0.02168,Msini,2.370000,0.300000,8.10,470,0,M0.0 V,3933.00,0.57,0.58,-1.154,4.70,15.2354000,9.0379110
HD 238914 b,HD 238914,1,1,Radial Velocity,2018,4100.00000000,5.700000,12.800,1.140,1906.98000,6.00000,Msini,5.000000,0.560000,,,0,K7,4769.00,12.73,1.47,1.850,2.37,519.4520000,8.4970000
HD 240210 b,HD 240210,1,1,Radial Velocity,2009,501.75000000,1.160000,12.800,1.140,1655.82000,5.21000,Msini,4.340000,0.150000,,,0,K3 III,4297.00,25.46,0.82,1.550,2.31,372.4050000,7.6447600
HD 240237 b,HD 240237,1,1,Radial Velocity,2011,745.70001000,1.920000,12.200,1.090,5050.31870,15.89000,Msini,15.300000,0.400000,,,0,K2 III,3926.00,71.23,8.76,2.490,1.67,933.3770000,7.4931700
HD 24040 b,HD 24040,1,2,Radial Velocity,2006,3668.00000000,4.920000,13.000,1.160,1226.82380,3.86000,Msini,3.070000,0.040000,,,0,G0 V,5802.00,1.30,1.11,0.276,4.26,46.6224000,7.3347600
HD 24040 c,HD 24040,1,2,Radial Velocity,2021,515.40000000,1.300000,9.350,0.834,63.88351,0.20100,Msini,0.429000,0.110000,,,0,G0 V,5776.49,1.39,1.10,0.276,4.20,46.6224000,7.3347600
HD 24064 b,HD 24064,1,1,Radial Velocity,2015,535.59998000,1.290000,12.300,1.100,4096.82870,12.89000,Msini,12.100000,0.350000,,,0,K0,4052.00,40.00,1.61,2.546,1.44,300.2470000,6.1783900
HD 24085 b,HD 24085,1,1,Radial Velocity,2019,2.04550000,0.034000,3.460,0.309,11.80000,0.03713,Msini,1.570000,0.220000,,,0,G0 V,6034.00,1.41,1.22,0.377,4.20,54.9004000,7.4249600
HD 25015 b,HD 25015,1,1,Radial Velocity,2019,6134.42699930,6.245213,12.500,1.120,2866.32778,9.01848,Mass,8.060000,0.340768,,,0,K1 V,5160.00,0.83,0.86,-0.384,4.40,37.4330000,8.5987600
HD 25171 b,HD 25171,2,1,Radial Velocity,2010,1802.29000000,2.971000,13.900,1.240,290.81445,0.91500,Msini,0.595000,0.042000,,,0,F8 V,6125.00,1.23,1.08,0.276,4.26,55.6146000,7.6380000
HD 25723 b,HD 25723,1,1,Radial Velocity,2020,457.01000000,1.490000,13.300,1.180,794.57102,2.50000,Msini,1.860000,0.040000,,,0,K1 III,4766.00,13.76,2.12,1.944,2.50,114.8160000,5.3194700
HD 25912 b,HD 25912,1,2,Radial Velocity,2022,41.83156448,0.241872,6.890,0.615,38.02619,0.11964,Msini,0.639000,0.050177,,,0,,5920.58,1.00,1.08,0.041,4.48,49.1661000,8.0278800
HD 25912 c,HD 25912,1,2,Radial Velocity,2022,26308.65618751,17.779459,12.200,1.090,5253.17758,16.52835,Mass,15.900000,0.051292,,,0,,5920.58,1.00,1.08,0.041,4.48,49.1661000,8.0278800
HD 260655 b,HD 260655,1,2,Transit,2022,2.76953000,0.029330,1.240,0.111,2.14000,0.00673,Mass,6.200000,0.039000,42.20,709,0,M0 V,3803.00,0.44,0.44,-1.440,5.20,10.0055000,8.8760410
HD 260655 c,HD 260655,1,2,Transit,2022,5.70588000,0.047490,1.533,0.137,3.09000,0.00972,Mass,4.700000,0.038000,16.10,557,0,M0 V,3803.00,0.44,0.44,-1.440,5.20,10.0055000,8.8760410
HD 26161 b,HD 26161,1,1,Radial Velocity,2021,32000.00000000,20.400000,12.300,1.100,4290.68349,13.50000,Msini,12.700000,0.820000,,,0,,6057.62,1.46,1.13,0.393,4.16,40.9128000,6.7427000
HD 2638 b,HD 2638,3,1,Radial Velocity,2005,3.44420000,0.040000,14.300,1.280,133.48860,0.42000,Msini,0.251000,0.000000,,,0,K1 V,5186.00,0.94,0.77,-0.330,4.38,54.9621000,9.1927610
HD 2685 b,HD 2685,1,1,Transit,2019,4.12688000,0.056800,16.141,1.440,371.86110,1.17000,Mass,0.486000,0.091000,1451.24,2061,0,,6801.00,1.56,1.43,0.668,4.21,196.8520000,9.5202500
HD 26965 b,HD 26965,3,1,Radial Velocity,2018,42.37800000,,2.840,0.254,8.47000,0.02665,Msini,2.030000,0.040000,,,0,K0 V,5072.00,0.87,0.78,-0.340,4.45,5.0354500,4.1866500
HD 27442 b,HD 27442,2,1,Radial Velocity,2000,428.10000000,1.271000,13.500,1.210,495.80000,1.56000,Msini,1.110000,0.060000,,,0,K1/2III,4846.00,3.18,1.23,0.851,3.78,18.2704000,4.1453200
HD 27631 b,HD 27631,1,1,Radial Velocity,2012,2198.14000000,3.242000,13.600,1.210,474.83802,1.49400,Msini,1.040000,0.141000,,,0,G3 IV-V,5737.00,0.92,0.94,-0.056,4.46,50.2862000,8.0847800
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,18.01938802,0.125367,14.100,1.260,196.85951,0.61939,Msini,0.386000,0.046978,,,0,K2 V,4875.00,0.89,0.81,-0.449,4.22,43.8214000,9.0657300
HD 27894 c,HD 27894,1,3,Radial Velocity,2017,36.07000000,0.198000,8.240,0.735,51.48846,0.16200,Msini,0.506000,0.015000,,,0,K2 V,4894.00,0.89,0.80,-0.409,4.49,43.8214000,9.0657300
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,5019.54243994,5.359964,12.700,1.130,2155.40718,6.78167,Mass,5.780000,0.342834,,,0,K2 V,4894.00,0.89,0.81,-0.409,4.49,43.8214000,9.0657300
HD 27969 b,HD 27969,1,1,Radial Velocity,2021,654.50000000,1.552000,12.900,1.150,1525.57635,4.80000,Msini,3.910000,0.182000,0.76,261,0,G0 V,5966.00,1.27,1.16,0.528,4.12,67.9328000,7.5139000
HD 28109 b,HD 28109,1,3,Transit,2022,22.89104000,0.135700,2.199,0.196,18.49600,0.05819,Mass,9.560000,0.330700,259.25,881,0,F8/G0 V,6120.00,1.45,1.26,0.456,4.13,139.6110000,9.2997600
HD 28109 c,HD 28109,1,3,Transit,2022,56.00819000,0.308000,4.230,0.377,7.94300,0.02499,Mass,0.577000,0.120300,29.95,585,1,F8/G0 V,6120.00,1.45,1.26,0.456,4.13,139.6110000,9.2997600
HD 28109 d,HD 28109,1,3,Transit,2022,84.25999000,0.411000,3.250,0.290,5.68100,0.01787,Mass,0.909000,0.086400,17.37,506,1,F8/G0 V,6120.00,1.45,1.26,0.456,4.13,139.6110000,9.2997600
HD 28185 b,HD 28185,1,2,Radial Velocity,2001,385.52775151,1.034659,12.800,1.140,1853.51476,5.83181,Msini,4.860000,0.054512,,,0,G5,5662.00,1.03,0.99,0.016,4.42,39.3809000,7.6268200
HD 28185 c,HD 28185,1,2,Radial Velocity,2022,17417.92078705,13.109497,12.100,1.080,6224.47064,19.58437,Mass,19.300000,0.119580,,,0,G5,5662.00,1.03,0.99,0.016,4.42,39.3809000,7.6268200
HD 28192 b,HD 28192,1,1,Radial Velocity,2022,14.23283446,0.117885,12.100,1.080,98.81588,0.31091,Msini,0.307000,0.104204,,,0,,5919.87,1.07,1.08,0.103,4.41,49.8063000,7.8987400
HD 28254 b,HD 28254,2,1,Radial Velocity,2010,1116.00000000,2.150000,13.700,1.220,368.67000,1.16000,Msini,0.788000,0.810000,,,0,G1 IV/V,5664.00,1.48,1.06,0.340,4.12,55.2884000,7.4997700
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,6.08810000,0.060000,13.800,1.230,311.47340,0.98000,Msini,0.651000,0.090000,,,0,K4.5 V,4503.00,0.69,0.82,-0.719,4.67,45.0293000,10.0404000
HD 285968 b,HD 285968,1,1,Radial Velocity,2008,8.78360000,0.066000,2.830,0.253,8.40000,0.02600,Msini,2.040000,0.000000,,450,0,M2 V,3703.49,0.48,0.50,-1.658,4.75,9.4704500,8.9995500
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,380.20000000,1.180000,13.500,1.210,490.09386,1.54200,Msini,1.090000,0.149000,,,0,G8 IV,4972.00,6.48,1.53,1.360,3.06,189.9080000,8.0546900
HD 29021 b,HD 29021,1,1,Radial Velocity,2017,1362.30000000,2.280000,12.900,1.150,1420.69298,4.47000,Mass,3.640000,0.459000,,,0,G5,5560.00,0.85,0.85,-0.181,4.44,30.9939000,7.5856500
HD 290327 b,HD 290327,1,1,Radial Velocity,2009,2443.00000000,3.430000,13.300,1.180,772.32690,2.43000,Msini,1.800000,0.080000,,,0,G8 V,5505.00,0.95,0.84,-0.140,4.41,56.4330000,8.8036400
HD 29399 b,HD 29399,1,1,Radial Velocity,2022,892.70000000,1.913000,13.500,1.210,498.99060,1.57000,Msini,1.110000,0.050000,,,0,K1 III,4845.00,4.50,1.17,1.002,3.25,44.1518000,5.5050300
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,311.60001000,1.230000,13.600,1.210,435.42710,1.37000,Msini,0.951000,0.130000,,,0,K0 III,4844.00,10.76,1.97,1.850,2.67,110.1030000,5.6453200
HD 29985 b,HD 29985,1,1,Radial Velocity,2022,20608.14048834,13.283797,12.800,1.140,1881.53397,5.91997,Mass,4.930000,0.261318,,,0,,4678.00,0.57,0.75,-0.846,4.79,31.2707000,9.4722700
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,2514.53421506,3.603011,12.500,1.120,2761.28875,8.68799,Mass,7.770000,0.206645,,,0,G8 V,5580.00,1.02,0.98,0.083,4.42,55.5867000,8.2151100
HD 30177 c,HD 30177,1,2,Radial Velocity,2016,12085.45185585,10.273072,12.700,1.130,2084.54271,6.55870,Mass,5.590000,0.038869,,,0,G8 V,5580.00,1.18,0.98,0.084,4.41,55.5867000,8.2151100
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,1157.00000000,2.340000,13.700,1.220,387.75260,1.22000,Msini,0.829000,0.760000,,,0,F8 V,5882.00,1.61,1.12,0.450,4.07,26.1597000,5.6182800
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,1684.00000000,2.690000,14.300,1.270,149.37000,0.47000,Msini,0.281000,0.180000,,,0,G9 V,5400.00,0.91,0.92,-0.146,4.37,58.0844000,8.9066700
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,847.00000000,1.850000,13.500,1.210,491.68301,1.54700,Msini,1.100000,0.061000,,,0,K0 III,4895.00,4.40,1.17,0.996,3.20,131.1990000,7.6581300
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,466.00000000,1.260000,14.100,1.260,197.05460,0.62000,Msini,0.386000,0.300000,,,0,F8,6130.00,1.75,1.70,0.517,4.18,58.1438000,6.9847900
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,16.55350000,0.125400,3.220,0.288,10.47000,0.03290,Msini,1.720000,0.100000,,,0,G2 V,5898.00,1.07,0.96,0.079,4.45,38.4473000,7.3322200
HD 31527 c,HD 31527,1,3,Radial Velocity,2019,51.20530000,0.266300,3.850,0.343,14.16000,0.04450,Msini,1.360000,0.040000,,,0,G2 V,5898.00,1.07,0.96,0.079,4.45,38.4473000,7.3322200
HD 31527 d,HD 31527,1,3,Radial Velocity,2019,271.67370000,0.809800,3.460,0.309,11.82000,0.03720,Msini,1.570000,0.240000,,,0,G2 V,5898.00,1.07,0.96,0.079,4.45,38.4473000,7.3322200
HD 3167 b,HD 3167,1,4,Transit,2016,0.95964100,0.017960,1.670,0.149,4.97000,0.01564,Mass,5.600000,0.000000,1650.00,1774,0,K0 V,5261.00,0.88,0.84,-0.270,4.53,47.2899000,8.7622100
HD 3167 c,HD 3167,1,4,Transit,2016,29.84540000,0.177600,3.000,0.268,11.13000,0.03502,Mass,2.110000,0.060000,16.90,564,0,K0 V,5261.00,0.88,0.84,-0.270,4.53,47.2899000,8.7622100
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,8.41120000,0.076300,1.920,0.171,4.33000,0.01362,Msini,3.360000,0.120000,88.90,860,0,K0 V,5261.00,0.88,0.84,-0.270,4.47,47.2899000,8.7622100
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,96.63000000,0.388500,2.830,0.253,8.41000,0.02646,Msini,2.040000,0.150000,,375,0,K0 V,5261.00,0.88,0.84,-0.270,4.47,47.2899000,8.7622100
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,157.54000000,0.590000,13.100,1.170,966.16000,3.04000,Msini,2.360000,0.010000,,,0,K1 III,4580.00,10.22,1.13,1.666,2.10,122.1150000,6.1193300
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,2372.00000000,3.410000,14.000,1.250,222.48100,0.70000,Msini,0.446000,0.070000,,,0,G5,5727.00,1.11,0.94,0.064,4.41,38.0786000,7.4275600
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,3.38773000,0.040000,14.300,1.270,152.55840,0.48000,Msini,0.287000,0.000000,,990,0,K1,5000.00,0.84,0.47,-0.330,4.26,45.2989000,9.0915900
HD 331093 b,HD 331093,1,1,Radial Velocity,2021,621.62000000,1.440000,13.600,1.210,476.74261,1.50000,Msini,1.040000,0.590000,,,0,K0,5544.00,1.11,1.03,0.006,4.20,50.1928000,8.1910500
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,330.00000000,1.074000,13.700,1.220,400.46379,1.26000,Msini,0.856000,0.049000,,,0,K0 III,5025.40,4.17,1.52,1.000,3.38,121.3750000,7.7127400
HD 33142 c,HD 33142,1,3,Radial Velocity,2018,810.20000000,1.955000,13.900,1.240,282.86728,0.89000,Msini,0.579000,0.081000,,,0,K0 III,5025.40,4.17,1.52,1.000,3.38,121.3750000,7.7127400
